Organisation Name,Website,ASN,Peering Policy,IPv4 Address,IPv6 Address,MAC Address,Location,Switch Port and VLAN,Port Type,Service Speed,Service Type,Peering LAN,Membership Type,Route Servers,,
Newtel Ltd,http://www.newteljersey.com/,13208,,195.66.236.202,2001:7f8:4:1::3398:1,9c71.3ad3.4f47,Telehouse North (THN),edge6-thn-lon2 xe7,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Future Publishing Ltd,http://www.futureplc.com,20596,Open,195.66.231.176,2001:7f8:4::5074:2,24fc.4eba.8120,Interxion LON2 (IN2),core3-in2 xe-3/1/2,10G,10000,Regular,LINX LON1,full,,,
Bogons Ltd.,http://www.bogons.net/,201798,Open,195.66.244.65,2001:7f8:4:2::3:1446:3,00d0.0550.1800,Equinix MA1 Williams House (TCW),edge5-tcw-man1 xe23,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Eswatini Post and Telecommunications Corporation (EPTC),http://www.sptc.co.sz,19711,Open,195.66.225.76,2001:7f8:4::4cff:1,78ba.f906.8a49,Telehouse North (THN),core3-thn ae204.0 VLAN: 1767,ConneXions,1000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
SG.GS,http://www.sg.gs/,24482,Open,195.66.238.38,2001:7f8:4:1::5fa2:1,c003.806e.500c,Telehouse North (THN),edge1-thn-lon2 xe48,10G,10000,Regular,LINX LON2,ConneXions-full,rs2.lon2,rs4.lon2,
CMC Networks,http://www.cmcnetworks.net/,25818,Selective,196.60.114.16,2001:43f8:16d0::64da:1,188b.9db7.9a01,Africa Data Centre (ADN),edge1-adn-nai1 ethernet-1/1/2 VLAN: 50,ConneXions,1000,ConneXions,LINX Nairobi,ConneXions-full,rs1.nai1,rs2.nai1,
SDC Hosting and Support Ltd,http://,208636,Open,195.66.226.177,2001:7f8:4::3:2efc:1,98b7.851e.bc0e,Telehouse North (THN),edge6-thn xe-2/1/15 VLAN: 1561,ConneXions,2000,ConneXions,LINX LON1,ConneXions-full,rs1.lon1,rs3.lon1,
Suretec Systems Ltd. T/A SureVoIP,http://www.surevoip.co.uk,199659,Open,195.66.244.62,2001:7f8:4:2:0:3:beb:1,88d9.8fe6.a840,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe12 VLAN: 2189,ConneXions,100,ConneXions,LINX Manchester,full,rs2.man1,rs1.man1,
FullFibre Ltd,https://fullfibre.co/,213094,Open,195.66.231.46,2001:7f8:4::3:4066:1,14b3.a16d.1848,Telehouse North (THN),core4-thn et-4/5/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Thales UK Ltd,http://,48688,Open,195.66.231.121,2001:7f8:4::be30:2,6c03.b5b4.3442,Telehouse North (THN),core3-thn ae214 VLAN: 1110,ConneXions,5000,ConneXions,LINX LON1,full,rs3.lon1,rs1.lon1,
Circlenet LLP,http://,49490,Open,195.66.236.83,2001:7f8:4:1::c152:2,48a9.8a18.5d3b,Equinix LD8 Harbour Exchange (TCH),edge1-tch-lon2 xe1,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
X-On Health Limited,http://,50078,Open,195.66.244.128,2001:7f8:4:2::c39e:1,e0f6.2d89.d3a7,TeleData Delta House (TDD),edge3-tdd-man1 xe7,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Infonas Ltd,https://infonas.com/,35313,Selective,195.66.225.145,2001:7f8:4::c8ce:1,40b5.c169.d882,Telehouse North (THN),edge6-thn xe-1/0/2,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Netavo Global Data Services Ltd,http://www.netavo.com,208802,Open,195.66.227.235,2001:7f8:4::3:2fa2:1,94bf.943c.e6de,Telehouse North (THN),edge6-thn xe-1/0/7,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Upp Corporation,http://,211307,Open,195.66.236.43,2001:7f8:4:1:0:3:396b:1,20f4.4f99.1f61,Equinix LD4 (EQ4),edge3-eq4-lon2 ce30/1,100G,100000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Vodafone UK Limited,https://www.vodafone.co.uk/,5378,Selective,195.66.225.105,2001:7f8:4::1502:2,b402.1673.548c,Equinix LD6 (EQ4),edge1-eq4 5/1/c6/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,,
CacheNetworks- LLC,http://www.cachefly.com/,30081,Open,195.66.225.29,2001:7f8:4::7581:1,20d8.0b52.a0a5,Telehouse North (THN),core3-thn et-3/4/3,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Micron21 Datacentre,http://www.micron21.com,38880,Open,195.66.224.165,2001:7f8:4::97e0:1,cc4e.2491.0900,Equinix LD8 Harbour Exchange (TCH),core4-tch ae211 VLAN: 839,ConneXions,1000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Saudi Telecom Company (STC),http://www.stc.com.sa/,25019,Open,185.1.126.241,2001:7f8:d1::61bb:1,0433.8913.60be,MENA Gateway (MG1).(STJ),edge4-stj-jed1 ce3/1,100G,100000,Regular,Jeddah IX,full-jedix_customer,rs2.jed1,rs1.jed1,
Nominet UK,http://www.nominet.org.uk/,8683,Selective,195.66.224.61,2001:7f8:4::21eb:1,ac4b.c895.b674,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c10/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Beaming Ltd,http://www.beaming.biz,48620,Open,195.66.238.220,2001:7f8:4:1::bdec:1,003a.9c1c.df87,Telehouse North (THN),edge4-thn-lon2 xe5,10G,10000,Regular,LINX LON2,full,,,
Servers.com B.V.,http://,7979,Selective,195.66.224.243,2001:7f8:4::1f2b:1,d8b1.2265.c236,Equinix LD6 (EQ4),edge2-eq4 2/x1/1/c5/4,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Bogons Ltd.,http://www.bogons.net/,3213,Open,195.66.236.228,2001:7f8:4:1::c8d:1,0013.5f1c.d540,Telehouse North (THN),edge2-thn-lon2 xe40,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Faelix Limited,https://faelix.net/,41495,Open,195.66.236.190,2001:7f8:4:1::a217:1,e8a2.45b7.6603,Interxion LON2 (IN2),edge1-in2-lon2 xe20 VLAN: 2494,ConneXions,3000,ConneXions,LINX LON2,ConneXions-full,rs2.lon2,rs4.lon2,
Flexoptix GmbH,http://www.flexoptix.net/,199121,Open,195.66.226.88,2001:7f8:4::3:9d1:1,b496.9129.710c,Telehouse North (THN),core4-thn et-2/2/0 VLAN: 958,ConneXions,100,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Vinters IT Limited,http://www.vooservers.com/,62217,Open,195.66.224.234,2001:7f8:4::f309:1,2c54.2d3f.2e00,Telehouse North (THN),edge6-thn xe-4/0/9,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Highwinds Network Group Inc.,http://www.highwinds.com,33438,No-peering,195.66.227.133,2001:7f8:4::829e:2,2899.3ab3.32cc,Telehouse North (THN),core4-thn et-2/1/0,100G,100000,Regular,LINX LON1,full,,,
M-Tech Systems Ltd,http://www.mtechsystems.co.uk/,203582,Open,195.66.237.144,2001:7f8:4:1:0:3:1b3e:1,1cae.cb4f.83b5,Telehouse North (THN),edge6-thn-lon2 xe10,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
RouteViews,http://www.routeviews.org/,6447,Open,195.66.237.222,2001:7f8:4:1::192f:1,649d.99b2.1775,Telehouse North (THN),edge4-thn-lon2 xe4,10G,10000,Regular,LINX LON2,associate,rs4.lon2,rs2.lon2,
Brandwatch,https://www.brandwatch.com,60868,Selective,195.66.226.238,2001:7f8:4::edc4:1,407f.5f1f.2600,Telehouse North (THN),edge6-thn xe-1/1/23,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Cork Internet Exchange,http://www.cix.ie/#/,47720,Open,195.66.225.176,2001:7f8:4::ba68:1,44ec.cef5.c469,Telehouse North (THN),core3-thn et-2/1/0 VLAN: 3400,ConneXions,7000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
IBM UK Limited,http://www.softlayer.com/,36351,Selective,195.66.227.93,2001:7f8:4::8dff:2,08b2.5847.67c7,Equinix LD6 (EQ4),edge1-eq4 4/1/c5/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Akamai Technologies Inc.,http://www.akamai.com/,20940,Open,195.66.226.81,2001:7f8:4::51cc:2,f07c.c7e1.791a,Interxion LON2 (IN2),core3-in2 et-2/5/1,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Vodafone UK Limited,https://www.vodafone.co.uk/,5378,Selective,195.66.239.62,2001:7f8:4:1::1502:1,b402.1672.0c87,Equinix LD4 (EQ4),edge5-eq4-lon2 ce11/1,100G,100000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
Netservers Limited,http://www.netservers.net.uk/,35826,Open,195.66.226.152,2001:7f8:4::8bf2:1,90e2.ba20.b5a1,Telehouse East (THE),edge1-the 1/x1/1/c12/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
SED Multitel srl,http://www.igt.com,35574,Open,195.66.224.179,2001:7f8:4::8af6:1,c042.d099.71b0,Telehouse North (THN),edge6-thn xe-4/0/15,10G,10000,Carrier,LINX LON1,full,rs1.lon1,rs3.lon1,
Aceville PTE.LTD,https://www.tencent.com/en-us,139341,Open,185.1.126.11,2001:7f8:d1::2:204d:1,68f3.8e92.a060,MENA Gateway (MG1).(STJ),edge3-stj-jed1 ce4/1,100G,100000,Regular,Jeddah IX,full-jedix_customer,rs1.jed1,rs2.jed1,
Akamai Technologies Inc.,http://www.akamai.com/,32787,Selective,195.66.236.31,2001:7f8:4:1::8013:1,94ae.f0ef.fce7,Equinix LD4 (EQ4),edge5-eq4-lon2 ce3/1,100G,100000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
UNITEL SA,http://,37119,Selective,195.66.224.166,2001:7f8:4::90ff:1,40ce.24d1.24c9,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/0/21,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Adobe Systems Incorporated,http://www.adobe.com,15224,Selective,195.66.225.147,2001:7f8:4::3b78:2,bc2c.e65b.80e2,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c2/2,10G,10000,Regular,LINX LON1,full,,,
SG.GS,http://www.sg.gs/,24482,Open,195.66.246.16,2001:7f8:4:3::5fa2:1,c003.806e.500e,Pulsant Edinburgh (PUE),edge3-pue-sco1 xe3 VLAN: 1907,ConneXions,100,ConneXions,LINX Scotland,ConneXions-full,rs2.sco1,rs1.sco1,
Cantona Retail Limited,http://www.callflowsolutions.com/,48101,Open,195.66.224.97,2001:7f8:4::bbe5:2,1039.e9b2.1771,Equinix LD6 (EQ4),edge1-eq4 5/1/c26/1,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Interfiber Limited,http://,205996,Open,195.66.231.54,2001:7f8:4::3:24ac:1,5087.892d.acd5,Digital Realty Cloud House West (TCM),edge2-tcm 1/x1/1/c3/1 VLAN: 1711,ConneXions,1000,ConneXions,LINX LON1,full,rs3.lon1,rs1.lon1,
Vitrifi Limited,http://,211393,No-peering,195.66.231.28,2001:7f8:4::3:39c1:1,00cc.34e7.ec7c,Equinix LD6 (EQ4),edge2-eq4 2/x1/1/c9/4,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Connexin Ltd,http://www.connexin.co.uk,199775,Open,195.66.237.117,2001:7f8:4:1::3:c5f:1,5c83.82d1.5406,Telehouse North (THN),edge1-thn-lon2 xe43,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Stelia Ltd,http://,212175,Open,195.66.244.137,2001:7f8:4:2::3:3ccf:2,74e7.9834.e8d3,Equinix MA3 Joule House (TCJ),edge3-tcj-man1 ce6/1 VLAN: 2905,ConneXions,1000,ConneXions,LINX Manchester,ConneXions-full,rs2.man1,rs1.man1,
Binary Racks Limited,https://www.binaryracks.com,59895,Open,195.66.225.182,2001:7f8:4::e9f7:1,9ee0.3f4d.2f9b,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c8/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Packnet Limited,http://www.pack-net.co.uk/,199516,Open,195.66.244.66,2001:7f8:4:2:0:3:b5c:1,3cec.efd3.b7da,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe12 VLAN: 2191,ConneXions,1000,ConneXions,LINX Manchester,full,rs2.man1,rs1.man1,
YouFibre Limited,http://www.youfibre.com,212655,Open,195.66.254.101,2001:7f8:4:4:0:3:3eaf:1,7cf8.808e.7605,Newport(NGD),edge1-ngd.car1 0/23,10G,10000,Regular,LINX Wales,full,rs2.car1,rs1.car1,
Samsung SDS Co.LTD,http://www.sds.samsung.com,6619,Selective,195.66.225.191,2001:7f8:4::19db:1,182a.d3ff.4e07,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c11/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Vostron Limited,http://www.vostron.com,41695,Open,195.66.226.74,2001:7f8:4::a2df:1,a8d0.e5de.371a,Telehouse East (THE),edge1-the 2/x1/1/c3/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
London Grid for Learning Trust,http://,60187,Selective,195.66.231.141,2001:7f8:4::eb1b:1,b026.80ac.fcf5,Equinix LD9 Powergate (TCA),edge1-tca et-10/0/2,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Easy BroadBand,http://,328835,Open,196.60.114.14,2001:43f8:16d0::5:483:1,48a9.8ac2.12e6,IXAfrica (IXN),edge1-ixn-nai1 ethernet-1/4/1,10G,10000,Regular,LINX Nairobi,full,rs2.nai1,rs1.nai1,
Real World,http://,45437,Open,195.66.231.37,2001:7f8:4::1167:2,00cc.34db.3c17,Telehouse North (THN),core4-thn et-2/2/0 VLAN: 2977,ConneXions,1000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Daisy Corporate Services Trading,http://www.daisyplc.com,5413,Selective,195.66.224.29,2001:7f8:4::1525:1,d853.9ab2.f9ca,Telehouse West (THW),core4-thw et-3/1/2,100G,100000,Regular,LINX LON1,full,,,
Riot Games Ltd,http://www.riotgames.com,6507,Selective,null,null,,Digital Realty Cloud House West (TCM),edge1-tcm-lon2 xe3,,10000,Regular,LINX LON2,full,,,
TerraTransit AG,http://,42366,Open,195.66.231.69,2001:7f8:4::232a:2,ac78.d133.7442,Equinix LD8 Harbour Exchange (TCH),core4-tch ae211 VLAN: 516,ConneXions,2000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Equinix,http://www.equinix.com/,15830,Selective,195.66.236.187,2001:7f8:4:1::3dd6:2,0c86.10ef.c7c3,Equinix LD4 (EQ4),edge1-eq4-lon2 xe11,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
Fibrecast Ltd,http://,198690,Open,195.66.246.40,2001:7f8:4:3::3:822:1,18fd.74af.6d39,Pulsant Edinburgh (PUE),edge3-pue-sco1 xe29,10G,10000,Regular,LINX Scotland,full,rs1.sco1,rs2.sco1,
O2 Broadband,http://www.bethere.co.uk,35228,Selective,195.66.227.153,2001:7f8:4::899c:2,7e25.86a8.a051,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c14/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
TGL Services (UK) Limited,http://www.tglservices.co.uk,35551,Selective,195.66.225.8,2001:7f8:4::8adf:1,5254.0044.7fa4,Telehouse North (THN),edge6-thn xe-3/0/14,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Fuze,http://www.fuze.com,13896,Open,195.66.227.97,2001:7f8:4::3648:1,fc33.421a.b524,Equinix LD6 (EQ4),edge2-eq4 2/x1/1/c11/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Chupicom Fureai Inc.,http://www.chupicom.jp/,18283,Open,195.66.224.53,2001:7f8:4::476b:1,2c5a.0f8c.fa8a,Telehouse East (THE),edge1-the 1/x1/1/c3/4,10G,10000,Carrier,LINX LON1,full,rs1.lon1,rs3.lon1,
Datacentres Ltd T/A Redraw Internet,http://redrawinternet.com,31595,Open,195.66.226.143,2001:7f8:4::7b6b:1,7819.f730.57c1,Telehouse North (THN),edge6-thn xe-6/0/11,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Akari Networks Limited,http://,983,Open,195.66.231.90,2001:7f8:4::3d7:1,60c7.8dc9.03b0,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/1/16,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Telcom Networks Limited,https://telcom.io/,5631,Open,195.66.224.120,2001:7f8:4::15ff:1,94ae.f09f.c8da,Equinix LD8 Harbour Exchange (TCH),core4-tch xe-3/0/2,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
LWLcom GmbH,http://,50629,Selective,195.66.224.33,2001:7f8:4::c5c5:1,0c59.9cb1.2ffa,Equinix LD8 Harbour Exchange (TCH),core4-tch ae211 VLAN: 500,ConneXions,10000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Oakford Internet Services,http://www.oakfordis.com,206999,Selective,195.66.244.239,2001:7f8:4::3:2897:1,b409.3180.e1e4,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe12 VLAN: 2019,ConneXions,1000,ConneXions,LINX Manchester,full,rs1.man1,rs2.man1,
ServerHouse Ltd,http://www.serverhouse.co.uk,21472,Open,195.66.238.56,2001:7f8:4:1::53e0:1,0021.a00c.3d00,Telehouse North (THN),edge6-thn-lon2 xe16,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
Latitude.sh,http://www.latitude.sh,396356,Open,195.66.236.67,2001:7f8:4:1::6:c44:1,1c9c.8c87.4336,Telehouse North (THN),edge6-thn-lon2 xe13,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
AVR Group Limited,http://monitoring.co.uk,42009,Open,195.66.231.130,2001:7f8:4::a419:1,aa00.0029.fc08,Telehouse West (THW),core3-thw xe-4/0/0 VLAN: 496,ConneXions,1000,ConneXions,LINX LON1,full,,,
Netwise Hosting Ltd,http://www.netwisehosting.co.uk,60800,Open,195.66.227.84,2001:7f8:4::ed80:1,00c1.647a.f00a,Telehouse North (THN),core4-thn et-4/1/1 VLAN: 500,ConneXions,100000,ConneXions,LINX LON1,ConneXions-full,rs1.lon1,rs3.lon1,
Village Networks,http://www.vnworks.net/,204598,Open,195.66.226.119,2001:7f8:4::3:1f36:1,a023.9f30.9301,Telehouse East (THE),edge1-the 2/x1/1/c4/3,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Zscaler Inc,http://www.zscaler.com,62044,Open,195.66.244.145,2001:7f8:4:2::f25c:4,,Lunar Digital (LUR),edge1-lur-man1 ce8/1,,100000,Regular,LINX Manchester,full,,,
PebbleHost,https://pebblehost.com,212027,Open,195.66.231.33,2001:7f8:4::3:3c3b:1,28b8.29ab.7910,Telehouse West (THW),core4-thw et-2/0/0,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Netrouting,http://www.netrouting.com,6206,Open,195.66.226.224,2001:7f8:4::183e:1,e030.f98c.61bc,Telehouse North (THN),core4-thn et-2/1/3 VLAN: 204,ConneXions,30000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
Circlenet LLP,http://,49490,Open,195.66.236.113,2001:7f8:4:1::c152:1,dc2c.6e22.aa22,Telehouse North (THN),edge1-thn-lon2 xe40,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
RIPE NCC,http://www.ripe.net,12654,Selective,195.66.225.241,2001:7f8:4::316e:0,001b.21bd.4aea,Telehouse North (THN),edge6-thn xe-2/0/21,10G,10000,Regular,LINX LON1,associate,rs1.lon1,rs3.lon1,
Utility Warehouse Ltd,http://www.uw.co.uk,51553,Open,195.66.236.248,2001:7f8:4:1::c961:1,cc46.d68f.aa69,Telehouse North (THN),edge1-thn-lon2 xe28 VLAN: 10,ConneXions,1000,ConneXions,LINX LON2,full,rs2.lon2,rs4.lon2,
Evolink,http://www.evolink.com,8262,Open,195.66.226.235,2001:7f8:4::2046:1,0022.83dd.77c1,Telehouse North (THN),core4-thn et-2/2/1 VLAN: 2189,ConneXions,1000,ConneXions,LINX LON1,full,rs1.lon1,rs3.lon1,
G.Network Communications,http://www.g.network,202596,Open,195.66.231.20,2001:7f8:4::3:1764:2,20cf.aee4.d4fb,Telehouse West (THW),core4-thw et-3/1/3,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Airband Community Internet Ltd,http://www.airband.co,203568,Selective,195.66.227.36,2001:7f8:4::3:1b30:1,e85c.0a47.4cac,Telehouse North (THN),core3-thn et-2/4/2,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Inferno Communications,https://infernocomms.com/,207841,Open,195.66.227.233,2001:7f8:4::3:2be1:1,3cfd.feee.62ca,Interxion LON2 (IN2),core3-in2 xe-3/0/13,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Orange,http://www.orange.com,5511,Restrictive,195.66.224.83,2001:7f8:4::1587:1,f4bf.a87f.d6ad,Telehouse North (THN),edge6-thn xe-5/0/20,10G,10000,Regular,LINX LON1,full,,,
Currenex Ltd,http://www.currenex.com,17088,Open,195.66.237.170,2001:7f8:4:1::42c0:1,5c5e.ab05.ad01,Equinix LD4 (EQ4),edge4-eq4-lon2 xe3,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Talk Straight Group Limited,http://www.talk-straight.com,199335,Open,195.66.231.119,2001:7f8:4::3:aa7:2,e49d.7361.4836,Equinix LD8 Harbour Exchange (TCH),core3-tch et-2/4/2,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
TSG Interactive Services Ltd (Pokerstars),http://www.pokerstars.com,43338,Selective,195.66.236.48,2001:7f8:4:1::a94a:1,e0ac.f143.293c,Telehouse North (THN),edge6-thn-lon2 xe5,10G,10000,Regular,LINX LON2,full,,,
Eletronet,http://www.eletronet.com/en,267613,Selective,195.66.226.39,2001:7f8:4::4:155d:1,d8b1.22f8.a243,Telehouse North (THN),core4-thn ae217 VLAN: 3666,ConneXions,8000,ConneXions,LINX LON1,full,rs3.lon1,rs1.lon1,
IPswiTch Networks Ltd,http://www.ipswitchgroup.net/,16303,Open,195.66.225.23,2001:7f8:4::3faf:1,e0f6.2d88.bba7,Telehouse North (THN),edge6-thn xe-1/0/20,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Connexin Ltd,http://www.connexin.co.uk,199775,Open,195.66.225.117,2001:7f8:4::3:c5f:2,5c83.82d1.5405,Telehouse North (THN),edge6-thn xe-4/0/10,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Telkom SA SOC Limited,http://www.telkom.co.za,5713,Selective,195.66.226.42,2001:7f8:4::1651:1,70e4.2263.18a8,Telehouse West (THW),core3-thw et-3/4/1,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
JT (Jersey) Limited,http://www.jerseytelecom.com,8681,Open,195.66.224.180,2001:7f8:4::21e9:1,1859.f511.ebea,Telehouse West (THW),core4-thw et-3/2/0,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Centrilogic,http://www.centrilogic.com,44332,Open,195.66.239.136,2001:7f8:4:1::ad2c:1,e4fc.82e0.cfad,Telehouse North (THN),edge1-thn-lon2 xe22,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Mymanga Networks LTD,http://,329029,Open,196.60.114.8,2001:43f8:16d0::5:545:1,18fd.741d.aa6d,iColo (ICN),edge1-icn-nai1 ethernet-1/1/2,10G,10000,Regular,LINX Nairobi,full,rs1.nai1,rs2.nai1,
IX Reach,http://www.ixreach.com/,4455,Open,195.66.224.217,2001:7f8:4::1167:1,9e8a.cb59.ed23,Telehouse North (THN),core4-thn et-2/2/0 VLAN: 24,ConneXions,20000,ConneXions,LINX LON1,ConneXions-full,rs1.lon1,rs3.lon1,
Sony Interactive Entertainment LLC,http://gaikai.com,33353,Selective,195.66.226.138,2001:7f8:4::8249:1,6664.9bb8.9bca,Equinix LD8 Harbour Exchange (TCH),core3-tch et-3/0/1,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
FirstNet Technology Services,http://www.firstnet.co.za,328366,Open,195.66.227.156,2001:7f8:4::5:2ae:1,8041.2690.e6a5,Telehouse North (THN),edge6-thn xe-2/1/22,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Musarubra UK Subsidiary 3 Ltd,http://,205272,Open,195.66.231.1,2001:7f8:4::3:21d8:1,56b4.61c2.6f5e,Telehouse West (THW),core3-thw ae202 VLAN: 603,ConneXions,10000,ConneXions,LINX LON1,full,rs3.lon1,rs1.lon1,
ETISALAT,http://www.etisalat.ae/,8966,Open,185.1.126.216,2001:7f8:d1::2306:1,00a7.4202.5348,MENA Gateway (MG1).(STJ),edge1-stj-jed1 xe10,10G,10000,Regular,Jeddah IX,full,,,
STC Bahrain B.S.C closed,http://www.stc.com.bh,51375,Open,185.1.126.186,2001:7f8:d1::c8af:1,e8ae.c5da.d670,MENA Gateway (MG1).(STJ),edge1-stj-jed1 xe15,10G,10000,Regular,Jeddah IX,jedix_customer,rs1.jed1,rs2.jed1,
Alibaba Group,http://www.alibaba.com,45102,Open,185.1.126.1,2001:7f8:d1::b02e:1,ee94.d503.2813,MENA Gateway (MG1).(STJ),edge1-stj-jed1 xe12,10G,10000,Regular,Jeddah IX,full,rs1.jed1,rs2.jed1,
Alibaba Group,http://www.alibaba.com,45102,Open,185.1.126.6,2001:7f8:d1::b02e:2,e813.6e4c.7546,MENA Gateway (MG1).(STJ),edge1-stj-jed1 xe13,10G,10000,Regular,Jeddah IX,full,rs1.jed1,rs2.jed1,
Jordan Telecom Group (JGT),http://www.orange.jo,8697,Selective,185.1.126.100,2001:7f8:d1::21f9:1,88a2.5e10.057d,MENA Gateway (MG1).(STJ),edge2-stj-jed1 xe2,10G,10000,Regular,Jeddah IX,jedix_customer,rs1.jed1,rs2.jed1,
Cloudflare  US Inc.,http://www.cloudflare.com,,,null,null,,MENA Gateway (MG1).(STJ),edge3-stj-jed1 ce9/1,,100000,Regular,Jeddah IX,full-jedix_customer,,,
Internet Solutions (PTY) Ltd.,http://www.is.co.za/,3741,Selective,195.66.231.39,2001:7f8:4::e9d:3,b026.807d.3094,Telehouse West (THW),core4-thw et-3/0/1,100G,100000,Regular,LINX LON1,full,,,
Integrated Digital Services (iDS),http://www.idsi.co.uk/,197898,Open,195.66.227.88,2001:7f8:4::3:50a:1,a036.9f0e.8ee8,Telehouse North (THN),edge6-thn xe-3/0/18,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Axera S.p.A.,https://www.axera.it/,34758,Selective,195.66.231.169,2001:7f8:4::87c6:1,74e7.982d.1ab1,Telehouse West (THW),core3-thw xe-5/1/17 VLAN: 110,ConneXions,1000,ConneXions,LINX LON1,full,,,
Incito Ltd,http://www.incito.co.uk,201506,Open,195.66.246.15,2001:7f8:4:3:0:3:1322:1,101f.742b.72b0,Pulsant Edinburgh (PUE),edge3-pue-sco1 xe4,10G,10000,Regular,LINX Scotland,full,rs2.sco1,rs1.sco1,
